id_support,operateur,action,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,is_zb,is_new
22132,Gouv Nelle Calédonie (OPT),AJO,"LTE 800, LTE 2100",2 B  ROUTE DU SÉMAPHORE POINT 116 (VALLÉE DU GÉNIE) 98800 NOUMEA,98818,"-22.27,166.4456",Pylône autostable,42m,Office des Postes et Télécom,False,False
30517,BOUYGUES TELECOM,ALL,5G NR 3500,R DES MONTS D'ARRÉES ZI DE CHEDEVILLE 35140 ST AUBIN DU CORMIER,35253,"48.2617,-1.4078",Pylône autostable,30m,HIVORY,False,False
46722,BOUYGUES TELECOM,ALL,LTE 700,"63, 65 R DE LA GRANDE REMISE DES VOYERS 78440 PORCHEVILLE",78501,"48.9706,1.7722",Pylône autostable,62m,EDF ou GDF,False,False
76973,FREE MOBILE,AJO,LTE 900,ALLÉE FERDINAND DE LESSEPS ZA ECONOMIQUE (LA FERME) 33470 GUJAN MESTRAS,33199,"44.6131,-1.0706",Pylône autostable,45m,TDF,False,False
77351,SFR,SUP,GSM 900,254 R MICHEL TEULE 34000 MONTPELLIER,34172,"43.6256,3.8394",Immeuble,"13,8m","Copropriété, Syndic, SCI",False,False
226529,FREE MOBILE,AJO,LTE 900,VERS LE BOS GAUDIN (LA GAUDINIÈRE) 85630 BARBATRE,85011,"46.9417,-2.1731",Pylône autostable,28m,ATC FRANCE,False,False
259033,ORANGE,AJO,"LTE 700, 5G NR 2100",LA MUTULETTE C 3 62650 PARENTY,62648,"50.595,1.8006",Pylône autostable,26m,TOTEM,False,False
276515,ORANGE,AJO,"LTE 700, 5G NR 2100, 5G NR 3500","36, CHEM LIGNE 440 (PETIT ST-PIERRE) 97437 ST BENOIT",97410,"-21.0889,55.7447",Pylône autostable,16m,ORANGE,False,False
276515,ORANGE,SUP,LTE 2100,"36, CHEM LIGNE 440 (PETIT ST-PIERRE) 97437 ST BENOIT",97410,"-21.0889,55.7447",Pylône autostable,16m,ORANGE,False,False
299267,SRR,AJO,5G NR 3500,R RASSI BOINA KAIME 97600 MAMOUDZOU,97611,"-12.785,45.2294",Pylône tubulaire,25m,Société Réunionnaise de Radiotéléphonie,False,False
325447,ORANGE,ALL,5G NR 2100,LE CALVAIRE CH RURAL DE PARIS À REIMS 77840 COULOMBS EN VALOIS,77129,"49.0656,3.1303",Pylône autostable,37m,TOTEM,False,False
330271,ORANGE,AJO,"5G NR 700, 5G NR 3500",VOIE COMMUNALE (ROUBIOUZE ET MALBUISSON) 30110 LAVAL PRADEL,30142,"44.2186,4.0653",Pylône autostable,"31,7m",ORANGE,False,False
330271,ORANGE,SUP,LTE 700,VOIE COMMUNALE (ROUBIOUZE ET MALBUISSON) 30110 LAVAL PRADEL,30142,"44.2186,4.0653",Pylône autostable,"31,7m",ORANGE,False,False
366817,ORANGE,ALL,LTE 700,(BIATONÉA) 06500 CASTILLON,06036,"43.8447,7.4608",Pylône autostable,14m,TOTEM,False,False
412560,SRR,AJO,5G NR 3500,14 R KOUA KOUA BONOVO (DOUJANI) 97600 MAMOUDZOU,97611,"-12.79,45.2189",Mât béton,12m,Société Réunionnaise de Radiotéléphonie,False,False
423556,FREE MOBILE,SUP,5G NR 3500,COMBE REYNAUD CHEMIN DES GRENETTES 38660 PLATEAU DES PETITES ROCHES,38395,"45.2939,5.8753",Pylône autostable,24m,TDF,False,True
435086,ORANGE,AJO,5G NR 700,10 ALLÉE DU BELLAY 51100 REIMS,51454,"49.2389,4.0411",Immeuble,26m,Société HLM,False,False
435086,ORANGE,SUP,"GSM 900, UMTS 900, LTE 700",10 ALLÉE DU BELLAY 51100 REIMS,51454,"49.2389,4.0411",Immeuble,26m,Société HLM,False,False
435129,FREE MOBILE,AJO,LTE 900,38 R LAJARTE 33000 BORDEAUX,33063,"44.8253,-0.5708",Immeuble,"20,5m","Copropriété, Syndic, SCI",False,False
435445,BOUYGUES TELECOM,ALL,5G NR 3500,PL DE L'EGLISE EGLISE 44730 ST MICHEL CHEF CHEF,44182,"47.1811,-2.1483",Monument religieux,35m,"Commune, communauté de communes",False,False
436119,FREE MOBILE,AJO,LTE 900,"31, R J.J. ROUSSEAU RÉSIDENCE ST AMAND (CAUDÉRAN) 33000 BORDEAUX",33063,"44.8633,-0.62",Immeuble,"47,8m","Copropriété, Syndic, SCI",False,False
436667,BOUYGUES TELECOM,AJO,5G NR 3500,FORET DE FAUSSE REPOSE CHATEAU D'EAU (LES HUBIES) 78150 LE CHESNAY ROCQUENCOURT,78158,"48.835,2.145",Château d'eau - réservoir,"49,6m","Syndicat des eaux, Adduction",False,False
437347,FREE MOBILE,AJO,LTE 900,LES ROCHERS BLANCS LE SEMNOZ RD 41 (CRET DE CHATILLON) 74540 VIUZ LA CHIESAZ,74310,"45.8006,6.1089",Pylône haubané,"53,3m",TDF,False,False
437366,BOUYGUES TELECOM,SUP,UMTS 900,R DU CHATEAU D'EAU (PIECE DE LA GARENNE) 17132 MESCHERS SUR GIRONDE,17230,"45.5669,-0.9622",Pylône autostable,"50,5m",TDF,False,False
439375,FREE MOBILE,AJO,LTE 900,CH DU ROETE RHEIN (HUETTENBURG) 68500 WUENHEIM,68381,"47.8772,7.1994",Pylône autostable,31m,HIVORY,False,False
439456,FREE MOBILE,AJO,LTE 900,FIEF DE CABLANC CHÂTEAU D'EAU (PILLERIT) 17320 ST JUST LUZAC,17351,"45.7908,-1.0303",Château d'eau - réservoir,34m,"Syndicat des eaux, Adduction",False,False
440037,ORANGE,ALL,5G NR 700,CHEM D'IVANO (MILIANA) 53200 CHATEAU GONTIER SUR MAYENNE,53062,"47.8169,-0.7164",Pylône autostable,54m,TDF,False,False
440515,BOUYGUES TELECOM,SUP,5G NR 3500,(LE HUCEL) 74500 THOLLON LES MEMISES,74279,"46.3989,6.7044",Pylône autostable,46m,Société Privée,False,False
440524,FREE MOBILE,AJO,LTE 900,ST-BAUDILLE 34150 MONTPEYROUX,34173,"43.7425,3.4858",Tour hertzienne,76m,TDF,False,False
441183,BOUYGUES TELECOM,ALL,LTE 700,R JEAN JAURES EGLISE 59179 FENAIN,59227,"50.3636,3.3",Monument religieux,30m,"Commune, communauté de communes",False,False
441622,FREE MOBILE,ALL,5G NR 3500,R DU REMPART CENTRAL TÉLÉPHONIQUE 68500 GUEBWILLER,68112,"47.9086,7.2092",Bâtiment,28m,ORANGE Services Fixes,False,False
