id_support,operateur,action,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,is_zb,is_new
26001,SFR,ALL,5G NR 3500,122 B R FERRARI 13005 MARSEILLE 05,13205,"43.2925,5.3931",Immeuble,"29,0m","Copropriété, Syndic, SCI",False,False
27691,SFR,AJO,"LTE 700, LTE 1800, LTE 2100, 5G NR 2100",(LES MAZIÈRES) 24400 LES LECHES,24234,"44.9425,0.42",Pylône autostable,"30,0m",HIVORY,False,False
29489,BOUYGUES TELECOM,AJO,"LTE 700, LTE 1800, LTE 2100, 5G NR 2100",(BONNEGARDE) 33124 SAVIGNAC,33508,"44.5258,-0.1056",Pylône autostable,"39,0m",HIVORY,False,False
29489,SFR,AJO,"LTE 700, LTE 1800, LTE 2100, 5G NR 2100",(BONNEGARDE) 33124 SAVIGNAC,33508,"44.5258,-0.1056",Pylône autostable,"39,0m",HIVORY,False,False
32637,SFR,SUP,"GSM 900, UMTS 900, UMTS 2100",R DES VRENNES CHÂTEAU D'EAU LA VIGNARDIÈRE 49110 BEAUPREAU EN MAUGES,49023,"47.1814,-1.0211",Château d'eau - réservoir,"45,0m","Commune, communauté de communes",False,False
37087,BOUYGUES TELECOM,ALL,"GSM 900, UMTS 900, LTE 800, LTE 1800, LTE 2100, 5G NR 2100",SENTIER DE LA FORÊT (HOTEL MAJESTIC) 68230 NIEDERMORSCHWIHR,68237,"48.0994,7.2308",Bâtiment,"16,0m",Société Privée,False,True
37989,SFR,SUP,UMTS 2100,LA CROIX PAUTET (LE TÉLÉGRAPHE) 71390 MARCILLY LES BUXY,71277,"46.7322,4.5706",Pylône autostable,"24,0m",HIVORY,False,False
38063,SFR,AJO,"LTE 700, LTE 1800, LTE 2100",TERRAIN SNCF (LA MOUILLE) 71250 CORTAMBERT,71146,"46.4528,4.6742",Pylône autostable,"35,0m",HIVORY,False,False
41529,SFR,ALL,"LTE 700, 5G NR 3500",LOGEMENT MILITAIRE AV DE L'AÉROPORT (LE PALYVESTRE) 83400 HYERES,83069,"43.0967,6.135",Pylône autostable,"12,0m",HIVORY,False,False
55009,ORANGE,SUP,GSM 900,SENTIERS DU PITON DES BALSATES (PITON DES BASALTES) 97480 ST JOSEPH,97412,"-21.2133,55.6542",Mât,"5,0m",ORANGE,False,False
55013,ORANGE,SUP,GSM 900,152 R DU DR RAYMOND VERGÈS 97421 ST LOUIS,97414,"-21.2903,55.4119",Immeuble,"16,0m",Particulier,False,False
67433,BOUYGUES TELECOM,ALL,"LTE 700, LTE 2100, LTE 2600, 5G NR 2100, 5G NR 3500",LES GRANDS POULENS PARC D'ACTIVITÉ DE LA LOIRE 44360 CORDEMAIS,44045,"47.2817,-1.8806",Pylône autostable,"37,0m",HIVORY,False,False
72791,ORANGE,AJO,"5G NR 700, 5G NR 3500",D.54 - AV. PASTEUR CHÂTEAU D'EAU (FAUBOURG DE TROYES) 10400 NOGENT SUR SEINE,10268,"48.4875,3.5078",Château d'eau - réservoir,"43,0m","Commune, communauté de communes",False,False
76265,ORANGE,AJO,5G NR 700,MALPASSET SUD (ROUVÈGUES) 30520 ST MARTIN DE VALGALGUES,30284,"44.165,4.0806",Pylône autostable,"30,0m",ATC FRANCE,False,False
77813,BOUYGUES TELECOM,AJO,"LTE 700, LTE 2600",10 R LOSSERAND 37000 TOURS,37261,"47.4025,0.6894",Monument religieux,"29,0m","Commune, communauté de communes",False,False
77813,BOUYGUES TELECOM,SUP,UMTS 2100,10 R LOSSERAND 37000 TOURS,37261,"47.4025,0.6894",Monument religieux,"29,0m","Commune, communauté de communes",False,False
82704,BOUYGUES TELECOM,SUP,GSM 1800,15 R DE BOUXWILLER 67790 STEINBOURG,67478,"48.7769,7.4111",Pylône autostable,"43,0m",TDF,False,False
90030,ORANGE,ALL,5G NR 2100,(FESTUGIÈRE) 24270 ANGOISSE,24008,"45.4439,1.145",Pylône autostable,"30,0m",TOTEM,False,False
93143,ORANGE,ALL,5G NR 3500,AV. DE ST GUILHEM CENTRAL TÉLÉPHONIQUE 34150 ANIANE,34010,"43.6869,3.5858",Pylône autostable,"19,0m",TOTEM,False,False
93412,ORANGE,AJO,"5G NR 700, 5G NR 3500",N.157 - AIRE D'ERBRÉE (LA HUPERIE) 35500 ERBREE,35105,"48.0911,-1.0956",Pylône autostable,"35,0m",TOTEM,False,False
94068,ORANGE,ALL,5G NR 2100,RÉSERVOIR DE LA FRETTE (LA FRETTE) 38950 QUAIX EN CHARTREUSE,38328,"45.2428,5.7392",Bâtiment,"9,0m","Syndicat des eaux, Adduction",False,False
97786,ORANGE,AJO,5G NR 700,CHEM RURAL DIT ALLÉE EST DES ROUTOIRS 49140 LOIRE AUTHION,49307,"47.4656,-0.3556",Pylône autostable,"36,0m",TOTEM,False,False
99162,ORANGE,AJO,"5G NR 700, 5G NR 3500",BOIS DE CHARMEVAL (LA MARCHANDE) 57170 CHATEAU SALINS,57132,"48.8117,6.4797",Pylône autostable,"33,6m",TOTEM,False,False
99960,ORANGE,SUP,"GSM 900, UMTS 900, LTE 800",GARE LILLE DÉLIVRANCE (LOMME DELIVRANCE) 59000 LILLE,59350,"50.6344,2.9956",Pylône autostable,"30,0m",SNCF Réseau,False,False
102392,ORANGE,ALL,5G NR 2100,RÉSERVOIR AIRE DE REPOS D 37 69430 LES ARDILLATS,69012,"46.1803,4.5356",Pylône autostable,"20,0m",TOTEM,False,False
102604,ORANGE,ALL,5G NR 700,39 IMPASSE DU FORT STE IRÉNÉE 69005 LYON 05,69385,"45.7531,4.8103",Bâtiment,"30,0m","Copropriété, Syndic, SCI",False,False
113629,SFR,ALL,LTE 700,ZA DE KERBIQUET 29260 PLOUIDER,29198,"48.6031,-4.2919",Pylône autostable,"30,0m",HIVORY,False,False
120871,ONATI,ALL,LTE 1800,FITII HÔTEL BELLEVUE 98731 HUAHINE,98724,"-16.7508,-151.02",Mât,"25,0m",Onati,False,False
126833,ONATI,ALL,LTE 1800,PROP DE MME GALENON CHANTAL MINARII (PAPETOAI/PK 21 961 COTE MER) 98728 MOOREA MAIAO,98729,"-17.4931,-149.8706",Mât,"18,0m",Onati,False,False
127178,ONATI,ALL,LTE 1800,ROND POINT DE TAINA PK 8.9 COTE MER 98703 PUNAAUIA,98738,"-17.5844,-149.615",Pylône arbre,"13,0m",Onati,False,False
129595,ONATI,ALL,LTE 1800,HOTEL PRINCE HINOI 98714 PAPEETE,98735,"-17.5367,-149.5675",Bâtiment,"23,0m",Société Privée,False,False
132720,ORANGE,SUP,"LTE 700, 5G NR 3500","68, CHEM DE LA MADELEINE 93000 BOBIGNY",93008,"48.9108,2.4547",Immeuble,"25,0m","Copropriété, Syndic, SCI",False,False
136674,ONATI,ALL,LTE 1800,PK 39 COTE MER (COWAN) 98705 HITIAA O TE RA,98722,"-17.6186,-149.3025",Bâtiment,"17,0m","Copropriété, Syndic, SCI",False,False
143645,ONATI,SUP,"GSM 900, UMTS 900, LTE 800, LTE 2100, LTE 2600",LOT CITE DE L'AIR ANCIEN CHATEAU D'EAU DU LOT (CITE DE L'AIR) 98704 FAAA,98715,"-17.5633,-149.6094",Bâtiment,"12,0m",Aviation Civile,False,False
207895,ORANGE,AJO,5G NR 700,TRAVERSE DE LA MUÉE LES LILAS 13400 AUBAGNE,13005,"43.2842,5.5556",Immeuble,"18,0m",Particulier,False,False
220418,SFR,ALL,LTE 700,D7 (LES PRAIRIES) 42410 CHAVANAY,42056,"45.4119,4.7381",Pylône tubulaire,"20,0m",HIVORY,False,False
243665,ONATI,ALL,LTE 1800,RTE DE PUURAI ELECTRICITÉ DE TAHITI (EDT VEROTIA - TEPETI) 98704 FAAA,98715,"-17.5611,-149.5981",Pylône arbre,"18,0m",Onati,False,False
253986,ONATI,ALL,LTE 1800,VALLEE DE LA MISSION RES LES BALCONS DE TEPAPA 98714 PAPEETE,98735,"-17.5503,-149.5569",Mât,"12,0m",Onati,False,False
254167,ONATI,ALL,LTE 1800,LOT AUAE (RDO AUAE) 98704 FAAA,98715,"-17.5497,-149.5903",Pylône arbre,"12,0m",Onati,False,False
254509,ONATI,ALL,LTE 1800,GIRATOIRE DE PUNAVAI CTE MONTAGNE (RTE DES PLAINES) 98703 PUNAAUIA,98738,"-17.6211,-149.6078",Mât,"12,0m",Onati,False,False
255713,ONATI,ALL,LTE 1800,CTRE DE CONSTRUCTION DES LIGNES DE L'OPT CÔTÉ MONTAGNE (CCL ARUE) 98701 ARUE,98712,"-17.5256,-149.5233",Mât métallique,"22,0m",Onati,False,False
256311,ONATI,ALL,LTE 1800,"PK 8,619 CÔTÉ MER (AFAREAITU) 98728 MOOREA MAIAO",98729,"-17.55,-149.7867",Pylône arbre,"20,0m",Onati,False,False
262137,ONATI,ALL,LTE 1800,PK 23 COTE MONTAGNE A COTE DU RELAIS TELE DE HAAPITI (HAAPITI 3) 98728 MOOREA MAIAO,98729,"-17.5692,-149.8611",Mât,"12,0m",Onati,False,False
265616,SFR,AJO,LTE 1800,19 R MAGUELONE 34000 MONTPELLIER,34172,"43.6061,3.8803",Immeuble,"14,0m",Particulier,False,False
265616,SFR,SUP,UMTS 2100,19 R MAGUELONE 34000 MONTPELLIER,34172,"43.6061,3.8803",Immeuble,"14,0m",Particulier,False,False
265620,SFR,AJO,LTE 1800,17 GRAND R JEAN MOULIN 34000 MONTPELLIER,34172,"43.6083,3.8783",Immeuble,"15,0m",Particulier,False,False
