id_support,operateur,action,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,is_zb,is_new
30309,ORANGE,ALL,5G NR 700,14 AV DE MUSCAT CAVE COOPÉRATIVE DE FRONTIGNAN 34110 FRONTIGNAN,34108,"43.4422,3.7469",Bâtiment,"18,0m","Coopérative Agricole, Vinicole",False,False
52373,BOUYGUES TELECOM,ALL,5G NR 2100,CHEM RURAL DU VERT VIQUET (LE VERT VIQUET) 14100 MAROLLES,14403,"49.1419,0.3606",Pylône autostable,"44,8m",TDF,False,False
52706,ORANGE,AJO,5G NR 2100,(MOULIN D'EZANVILLE) 28160 FRAZE,28161,"48.2644,1.1511",Pylône autostable,"45,0m",TOTEM,False,False
53555,ORANGE,ALL,5G NR 700,(LE VALENTIER) 38540 HEYRIEUX,38189,"45.6144,5.0767",Pylône autostable,"30,0m",TOTEM,False,False
53676,ORANGE,ALL,5G NR 700,(LES AVENEAUX) 44450 DIVATTE SUR LOIRE,44029,"47.2942,-1.3369",Pylône tubulaire,"24,0m",TOTEM,False,False
54771,ORANGE,ALL,5G NR 700,RETENUE DE QUINSON/D.13-GR.99 (LA TUILIÈRE) 83670 MONTMEYAN,83084,"43.6925,6.0403",Mât,"14,5m",TOTEM,False,False
64171,ORANGE,ALL,5G NR 700,R DE L'EGLISE 68390 BALDERSHEIM,68015,"47.8014,7.38",Monument religieux,"27,0m","Commune, communauté de communes",False,False
65557,ORANGE,ALL,5G NR 700,18 BIS RUE AGATHOISE 31000 TOULOUSE,31555,"43.6117,1.4508",Immeuble,"32,8m","Copropriété, Syndic, SCI",False,False
71399,ORANGE,ALL,5G NR 700,(SUR GRENY) 01630 PERON,01288,"46.1983,5.9461",Pylône autostable,"18,0m",TOTEM,False,False
72021,ORANGE,ALL,5G NR 700,60 AVENUE DE LA CALIFORNIE 06000 NICE,06088,"43.6894,7.24",Immeuble,"35,0m","Commune, communauté de communes",False,False
72205,ORANGE,ALL,5G NR 700,LE FOSSAN - 63 BD DU FOSSAN (LA COLLE) 06500 MENTON,06083,"43.7853,7.5033",Immeuble,"21,0m",Société HLM,False,False
73123,ORANGE,ALL,5G NR 700,ALARET (LA PLAINE DU BOUISSOU) 12290 PONT DE SALARS,12185,"44.2747,2.74",Pylône tubulaire,"30,0m",TOTEM,False,False
73431,ORANGE,ALL,5G NR 700,CHEM LE VAL BÂT.3 13170 LES PENNES MIRABEAU,13071,"43.3781,5.3439",Immeuble,"22,0m",Société HLM,False,False
73545,ORANGE,ALL,5G NR 700,CHEM ST JEAN DES GARDIS (LES PARTIES) 13490 JOUQUES,13048,"43.6417,5.6072",Pylône tubulaire,"25,0m",TOTEM,False,False
73703,ORANGE,ALL,5G NR 700,AV DE REVESTEL LA VIGIE DE L'ARÈNE - BÂT.B 13260 CASSIS,13022,"43.2133,5.5422",Immeuble,"16,0m","Copropriété, Syndic, SCI",False,False
76265,ORANGE,ALL,5G NR 700,MALPASSET SUD (ROUVÈGUES) 30520 ST MARTIN DE VALGALGUES,30284,"44.165,4.0806",Pylône autostable,"30,0m",ATC FRANCE,False,False
84278,ORANGE,ALL,5G NR 700,(TERNIER) 74160 ST JULIEN EN GENEVOIS,74243,"46.14,6.0844",Pylône autostable,"26,0m",TDF,False,False
90240,ORANGE,ALL,5G NR 700,(ST-SAUVEUR) 26600 CHANTEMERLE LES BLES,26072,"45.1158,4.8778",Pylône autostable,"15,0m",TOTEM,False,False
90340,ORANGE,ALL,5G NR 700,RD128 AUTOCOMMUTATEUR FT (L'AIGUETTE) 26450 CHAROLS,26078,"44.5917,4.9569",Pylône autostable,"36,0m",TOTEM,False,False
90648,ORANGE,ALL,5G NR 700,DÉCHARGE MUNICIPALE CHEM RURAL N° 11 (LES ROCHES) 28230 DROUE SUR DROUETTE,28135,"48.6036,1.7069",Pylône autostable,"31,0m",TOTEM,False,False
90918,ORANGE,ALL,5G NR 700,"10, R BOILEAU 29200 BREST",29019,"48.3992,-4.4828",Immeuble,"19,0m",Société Privée,False,False
