id_support,operateur,action,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,is_zb,is_new
22174,Gouv Nelle Calédonie (OPT),AJO,"UMTS 900, LTE 800",(PORO OPT) 98816 HOUAILOU,98808,"-21.3011,165.71",Pylône autostable,25m,Office des Postes et Télécom,False,True
30517,BOUYGUES TELECOM,ALL,"LTE 700, LTE 2100, LTE 2600, 5G NR 2100",R DES MONTS D'ARRÉES ZI DE CHEDEVILLE 35140 ST AUBIN DU CORMIER,35253,"48.2617,-1.4078",Pylône autostable,30m,HIVORY,False,False
30517,SFR,ALL,5G NR 2100,R DES MONTS D'ARRÉES ZI DE CHEDEVILLE 35140 ST AUBIN DU CORMIER,35253,"48.2617,-1.4078",Pylône autostable,30m,HIVORY,False,False
33645,SFR,SUP,UMTS 2100,(AU CORNILLAT) 55110 VILOSNES HARAUMONT,55571,"49.3522,5.3047",Pylône autostable,"17,8m",HIVORY,False,False
40021,SFR,SUP,"GSM 900, UMTS 900, UMTS 2100, LTE 800, LTE 1800, LTE 2600",R DE MONTHERY CCAL CARREFOUR 77340 PONTAULT COMBAULT,77373,"48.7772,2.6081",Bâtiment,11m,"Copropriété, Syndic, SCI",False,False
54949,ORANGE,SUP,UMTS 900,LA DÉFENSE BD CIRCULAIRE PIERRE GAUDIN (TUNNEL AU PIED DE ATHENA) 92800 PUTEAUX,92062,"48.8875,2.2503","Ouvrage d'art (pont, viaduc)",10m,"État, Ministère",False,False
55001,ORANGE,AJO,"LTE 700, 5G NR 2100, 5G NR 3500",46 R CHEM DE CEINTURE 97437 ST BENOIT,97410,"-21.085,55.6939",Pylône autostable,26m,ORANGE,False,False
55001,ORANGE,SUP,"GSM 900, LTE 2100",46 R CHEM DE CEINTURE 97437 ST BENOIT,97410,"-21.085,55.6939",Pylône autostable,26m,ORANGE,False,False
63596,ORANGE,AJO,"LTE 700, 5G NR 2100, 5G NR 3500",RTE HUBERT DELISLE (LES ORANGERS) 97437 ST BENOIT,97410,"-21.1189,55.7481",Pylône autostable,12m,ORANGE,False,False
63596,ORANGE,SUP,LTE 2100,RTE HUBERT DELISLE (LES ORANGERS) 97437 ST BENOIT,97410,"-21.1189,55.7481",Pylône autostable,12m,ORANGE,False,False
64071,ORANGE,AJO,5G NR 3500,CH DU MOULAIN (MOLLET SAILLAED) 01190 REYSSOUZE,01323,"46.4311,4.9294",Pylône autostable,25m,TOTEM,False,False
72791,ORANGE,ALL,"5G NR 700, 5G NR 3500",D.54 - AV. PASTEUR CHÂTEAU D'EAU (FAUBOURG DE TROYES) 10400 NOGENT SUR SEINE,10268,"48.4875,3.5078",Château d'eau - réservoir,43m,"Commune, communauté de communes",False,False
74371,ORANGE,ALL,"5G NR 700, 5G NR 3500",SILO COOPÉRATIVE AGRICOLE (LES FONTAINES) 17620 ST AGNANT,17308,"45.8606,-0.9517",Silo,44m,"Coopérative Agricole, Vinicole",False,False
74371,ORANGE,SUP,LTE 700,SILO COOPÉRATIVE AGRICOLE (LES FONTAINES) 17620 ST AGNANT,17308,"45.8606,-0.9517",Silo,44m,"Coopérative Agricole, Vinicole",False,False
89890,ORANGE,ALL,"LTE 700, LTE 1800, 5G NR 2100",(LES VERGNES) 23200 ST PARDOUX LE NEUF,23228,"45.9417,2.2547",Pylône autostable,30m,TOTEM,False,False
90830,ORANGE,AJO,"5G NR 700, 5G NR 3500",CHÂTEAU D'EAU (GORREQUER) 29370 ELLIANT,29049,"47.9947,-3.8847",Château d'eau - réservoir,21m,"Commune, communauté de communes",False,False
93538,ORANGE,AJO,5G NR 700,52 R DE BELLE EPINE 35510 CESSON SEVIGNE,35051,"48.1219,-1.6011",Immeuble,"25,1m",Société HLM,False,False
93538,ORANGE,ALL,5G NR 3500,52 R DE BELLE EPINE 35510 CESSON SEVIGNE,35051,"48.1219,-1.6011",Immeuble,"25,1m",Société HLM,False,False
93538,ORANGE,SUP,LTE 700,52 R DE BELLE EPINE 35510 CESSON SEVIGNE,35051,"48.1219,-1.6011",Immeuble,"25,1m",Société HLM,False,False
93770,ORANGE,AJO,5G NR 2100,(LA TREMBLAIE) 37130 MAZIERES DE TOURAINE,37150,"47.3875,0.4197",Pylône autostable,30m,TOTEM,False,False
96044,ORANGE,AJO,"LTE 2600, 5G NR 700, 5G NR 3500",(BELLEGARDE) 40140 MAGESCQ,40168,"43.7608,-1.2175",Château d'eau - réservoir,53m,"Commune, communauté de communes",False,False
96044,ORANGE,SUP,LTE 700,(BELLEGARDE) 40140 MAGESCQ,40168,"43.7608,-1.2175",Château d'eau - réservoir,53m,"Commune, communauté de communes",False,False
98182,ORANGE,ALL,"5G NR 700, 5G NR 3500",D 165 (ST ROCH) 50320 LA HAYE PESNEL,50237,"48.8006,-1.3881",Château d'eau - réservoir,38m,"Commune, communauté de communes",False,False
100368,ORANGE,AJO,5G NR 700,STADE MUNICIPAL (LE GORGUET) 60290 LAIGNEVILLE,60342,"49.2894,2.4381",Pylône tubulaire,27m,TOTEM,False,False
100368,ORANGE,SUP,LTE 700,STADE MUNICIPAL (LE GORGUET) 60290 LAIGNEVILLE,60342,"49.2894,2.4381",Pylône tubulaire,27m,TOTEM,False,False
101563,ORANGE,AJO,"5G NR 700, 5G NR 3500",RELAIS HERTZIEN FRANCE TELECOM RN.116 (QUARTIER EL PLA) 66800 SAILLAGOUSE,66167,"42.4525,2.0292",Pylône tubulaire,15m,TOTEM,False,False
101563,ORANGE,SUP,LTE 700,RELAIS HERTZIEN FRANCE TELECOM RN.116 (QUARTIER EL PLA) 66800 SAILLAGOUSE,66167,"42.4525,2.0292",Pylône tubulaire,15m,TOTEM,False,False
102152,ORANGE,AJO,"LTE 700, 5G NR 2100",60 R DE L'EGLISE 68510 KAPPELEN,68160,"47.6178,7.435",Immeuble,16m,"Commune, communauté de communes",False,False
102152,ORANGE,SUP,LTE 2100,60 R DE L'EGLISE 68510 KAPPELEN,68160,"47.6178,7.435",Immeuble,16m,"Commune, communauté de communes",False,False
102668,ORANGE,AJO,5G NR 2100,PRÈS DE LA RIVIÈRE PLATTE STADE 69440 STE CATHERINE,69184,"45.5961,4.5678",Pylône tubulaire,18m,TOTEM,False,False
102668,ORANGE,SUP,LTE 2100,PRÈS DE LA RIVIÈRE PLATTE STADE 69440 STE CATHERINE,69184,"45.5961,4.5678",Pylône tubulaire,18m,TOTEM,False,False
103023,ORANGE,AJO,5G NR 2100,(LES GUIMERIES) 72150 LE GRAND LUCE,72143,"47.8711,0.445",Pylône autostable,"42,2m",TOTEM,False,False
104598,ORANGE,AJO,5G NR 2100,R DE PARIS CHÂTEAU D'EAU 77390 YEBLES,77534,"48.6392,2.7719",Château d'eau - réservoir,37m,"Commune, communauté de communes",False,False
104598,ORANGE,SUP,LTE 2100,R DE PARIS CHÂTEAU D'EAU 77390 YEBLES,77534,"48.6392,2.7719",Château d'eau - réservoir,37m,"Commune, communauté de communes",False,False
104808,ORANGE,SUP,UMTS 900,CHEM DE LA FONTAINE COMPLEXE SPORTIF 77183 CROISSY BEAUBOURG,77146,"48.8322,2.6597",Pylône tubulaire,15m,TOTEM,False,False
105292,ORANGE,AJO,"LTE 700, 5G NR 2100",CHEM RURAL DU CHÂTEAU D'EAU 79700 ST AMAND SUR SEVRE,79235,"46.8686,-0.7903",Château d'eau - réservoir,"15,3m","Commune, communauté de communes",False,False
107392,ORANGE,AJO,"LTE 700, 5G NR 2100",16 R DES SABLONS 91720 BUNO BONNEVAUX,91121,"48.3628,2.3875",Pylône tubulaire,24m,TOTEM,False,False
145498,ORANGE,SUP,"GSM 900, UMTS 900, LTE 800, LTE 1800",RTE DE JEUMONT D963-BOUT D EN HAUT (FERME DE LA BRIQUE) 59740 BERELLES,59066,"50.2242,4.0961",Château d'eau - réservoir,33m,"Commune, communauté de communes",False,False
222571,ORANGE,AJO,5G NR 700,PL F.R. DULANLOY EGLISE DE VALLET 44330 VALLET,44212,"47.1614,-1.265",Monument religieux,45m,"Commune, communauté de communes",False,False
222571,ORANGE,SUP,LTE 700,PL F.R. DULANLOY EGLISE DE VALLET 44330 VALLET,44212,"47.1614,-1.265",Monument religieux,45m,"Commune, communauté de communes",False,False
244344,ORANGE,ALL,"5G NR 700, 5G NR 3500",1-2 R ARMAND JEUSSELIN 94190 VILLENEUVE ST GEORGES,94078,"48.7433,2.4481",Immeuble,25m,SFR,False,False
244344,ORANGE,SUP,LTE 700,1-2 R ARMAND JEUSSELIN 94190 VILLENEUVE ST GEORGES,94078,"48.7433,2.4481",Immeuble,25m,SFR,False,False
248074,ORANGE,ALL,"5G NR 700, 5G NR 3500",3 RUE DU CHÂTEAU D'EAU 30210 SERNHAC,30317,"43.9092,4.55",Château d'eau - réservoir,28m,"Commune, communauté de communes",False,False
