id_support,operateur,action,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support
2215422,BOUYGUES TELECOM,ALL,5G NR 3500,V DES MORVILLIERS (MORVILLIERS) 91320 WISSOUS,91689,"48.7353,2.3389",Pylône tubulaire,31m,SFR
2217604,BOUYGUES TELECOM,ALL,5G NR 3500,149 CHEMIN DE LA SIGNONE (LA SIGNONE MFT) 84000 AVIGNON,84007,"43.9103,4.8758",Pylône autostable,34m,BOUYGUES
2223196,ORANGE,SUP,"LTE 700, LTE 800, LTE 1800",CHEMIN DE PIAUT (MAILLO) 31210 ARDIEGE,31013,"43.0692,0.6339",Pylône autostable,36m,TOTEM
2228979,FREE MOBILE,ALL,5G NR 3500,CHEMIN RURAL - TERRAIN COMMUNAL (SUR LA MARE - EN LA FORÊT) 21250 CORBERON,21189,"47.0031,4.9994",Pylône autostable,35m,TOTEM
2229496,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600, 5G NR 700",CHEM DES CHATAIGNERS PROCHE DU BOIS DE LOYE (SUR LA VILLE) 74330 NONGLARD,74202,"45.9264,6.0267",Pylône autostable,24m,TOTEM
2242431,BOUYGUES TELECOM,ALL,5G NR 3500,ALLÉE JACQUES BERQUE- QUAI DE MALAKOFF- RESID HOME STADE SA UPIN 44000 NANTES,44109,"47.2122,-1.5381",Immeuble,53m,"Commune, communauté de communes"
2246677,BOUYGUES TELECOM,ALL,5G NR 3500,RUE DES AVERNAISES (LES AVERNAISES) 91320 WISSOUS,91689,"48.7383,2.3503",Pylône autostable,32m,CELLNEX
2249365,ORANGE,ALL,LTE 700,ANCIENNE ROUTE NATIONALE (MONT ST SYLVESTRE) 62142 LONGUEVILLE,62526,"50.7347,1.8794",Mât,"6,5m",TDF
2266878,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",BOIS DU BIOLET (MOUTON EN HAUT) 39200 ST CLAUDE,39478,"46.3769,5.8503",Pylône autostable,"30,7m",PHOENIX FRANCE INFRASTRUCTURES
2267234,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",VOIE COMMUNALE N°1 DITE DU CHATELET LE CLOS JANNY (LE CHATELET) 22350 CAULNES,22032,"48.3086,-2.1881",Pylône autostable,36m,TOTEM
2272652,SFR,ALL,"LTE 700, LTE 2100",46 RUE DE BEAUBOURG 77184 EMERAINVILLE,77169,"48.8156,2.6208",Bâtiment,17m,Société Privée
2273767,BOUYGUES TELECOM,ALL,5G NR 3500,TERMINAL 2E (AÉROPORT DE PARIS-CDG) 77990 LE MESNIL AMELOT,77291,"49.0025,2.5772",Bâtiment,11m,Aviation Civile
2277815,FREE MOBILE,ALL,"LTE 700, 5G NR 700",CHEMIN D'EXPLOITATION N° 43 LES TERRES NEUVES PRÈS N165 (RISTINEC) 56520 GUIDEL,56078,"47.8269,-3.4794",Pylône autostable,36m,ATC FRANCE
2278921,FREE MOBILE,ALL,5G NR 3500,CHEMIN DE LA MONGILLE RUE DU STADE LE PORTAIL (LA MONGILLE) 49360 LA PLAINE,49240,"47.0672,-0.6278",Pylône autostable,30m,TOTEM
2279862,FREE MOBILE,ALL,5G NR 3500,RUE DE L ETENDONNE D34 E1 39190 BEAUFORT ORBAGNA,39043,"46.5811,5.4347",Pylône autostable,38m,TOTEM
2283333,BOUYGUES TELECOM,ALL,"LTE 700, 5G NR 3500",LIEU-DIT LES ECHAUSSEES LES PAS (LES ECHAUSSEES LES PAS) 50170 PONTORSON,50410,"48.5847,-1.4725",Pylône autostable,33m,BOUYGUES
2289170,FREE MOBILE,ALL,5G NR 3500,(LES PENDANTS) 71580 FLACEY EN BRESSE,71198,"46.5997,5.3636",Pylône autostable,38m,TOTEM
2293011,SFR,ALL,5G NR 3500,CAMPING CAMPING SUNÊLIA ALUNA VACANCES (LA CROISETTE) 07120 RUOMS,07201,"44.4419,4.3617",Pylône tubulaire,20m,SFR
2294953,BOUYGUES TELECOM,ALL,5G NR 3500,44 RUE DU PORT 93300 AUBERVILLIERS,93001,"48.9175,2.375",Immeuble,"18,3m","Copropriété, Syndic, SCI"
2298899,FREE MOBILE,ALL,5G NR 3500,D76 ROUTE DE MERLEAC D76 (LE PRÉ NEUF) 22460 UZEL,22384,"48.2792,-2.8475",Pylône autostable,39m,TOTEM
2301053,BOUYGUES TELECOM,ALL,5G NR 3500,232 RUE FRANCIS PERRIN 45770 SARAN,45302,"47.9494,1.8603",Pylône tubulaire,"25,2m",BOUYGUES
2306847,BOUYGUES TELECOM,ALL,5G NR 3500,8 RUE PIERRE ET MARIE CURIE 45140 INGRE,45169,"47.8997,1.8508",Pylône autostable,"28,1m",BOUYGUES
2307641,BOUYGUES TELECOM,ALL,5G NR 3500,134 R D'ASTIER DE LA VIGERIE (RÉSIDENCE LA POMPIGNANE-  BÂTI) 34000 MONTPELLIER,34172,"43.6183,3.9011",Immeuble,"26,4m","Copropriété, Syndic, SCI"
2307666,FREE MOBILE,ALL,"LTE 700, LTE 2100, 5G NR 3500",10 RUE LEON MAUVAIS 94400 VITRY SUR SEINE,94081,"48.785,2.4153",Bâtiment,30m,Société Privée
2319898,BOUYGUES TELECOM,ALL,5G NR 3500,ZONE ARTISANALE DE PAGENS 33450 MONTUSSAN,33293,"44.8786,-0.4144",Pylône tubulaire,36m,CELLNEX
2320015,BOUYGUES TELECOM,ALL,5G NR 3500,R SQ FLANDRE 59000 LILLE,59350,"50.6242,3.1178",Immeuble,"19,7m","Copropriété, Syndic, SCI"
2346451,BOUYGUES TELECOM,ALL,5G NR 3500,CHEMIN DU ROUQUIER (LA TOUR DE NEDON) 13118 ISTRES,13047,"43.5089,4.9928",Immeuble,"14,8m",Société HLM
2350244,FREE MOBILE,ALL,5G NR 3500,ROUTE DE VIBRAC D72 (MAISON NEUVE) 16290 CHAMPMILLON,16077,"45.6369,-0.0081",Pylône autostable,33m,TOTEM
2359162,ORANGE,ALL,LTE 700,RUE DU CHATEAU D EAU (LE PETIT HACQUEVILLE) 27150 HACQUEVILLE,27310,"49.2681,1.5372",Château d'eau - réservoir,35m,"Syndicat des eaux, Adduction"
2370205,BOUYGUES TELECOM,ALL,5G NR 3500,9 RUE FELIX FAURE PARC D'INGOUVILLE 76600 LE HAVRE,76351,"49.5011,0.1",Immeuble,25m,Société HLM
2382912,BOUYGUES TELECOM,ALL,5G NR 3500,298 AV DES PALUDS (LES PALUDS) 13400 AUBAGNE,13005,"43.2869,5.6019",Immeuble,15m,"Copropriété, Syndic, SCI"
2409319,BOUYGUES TELECOM,SUP,"GSM 900, UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",3 RUE DU COURSON 94320 THIAIS,94073,"48.75,2.3714",Pylône tubulaire,"25,5m",CELLNEX
2419615,FREE MOBILE,ALL,5G NR 3500,RUE NEUVE (FERME ST PAUL) 02820 ST ERME OUTRE ET RAMECOURT,02676,"49.5133,3.8494",Pylône autostable,36m,TOTEM
2425174,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2100, LTE 2600, 5G NR 700",ROUTE DE WAILLY D142E2 (AUTOUR DU MOULIN) 62180 VERTON,62849,"50.4014,1.6581",Pylône tubulaire,"25,3m",FREE-MOBILE
2429133,BOUYGUES TELECOM,ALL,5G NR 3500,303 RUE DES CETOINES (LA JUSTICE) 34000 MONTPELLIER,34172,"43.6278,3.8739",Immeuble,"18,5m",Société HLM
2433714,BOUYGUES TELECOM,ALL,5G NR 3500,TERMINAL T2G BÂTIMENT 1200G (AÉROPORT CHARLES DE GAULLE) 77290 MITRY MORY,77294,"49.0053,2.6022",Bâtiment,"14,6m","CCI, Ch Métier, Port Aut, Aéroport"
2449156,FREE MOBILE,ALL,5G NR 3500,CHE DE VILLENEUVE (LE CLOUSEAU) 71310 SERRIGNY EN BRESSE,71519,"46.8144,5.1219",Pylône autostable,30m,TOTEM
2457168,BOUYGUES TELECOM,ALL,5G NR 3500,ALLEE LEONARD DE VINCI 37250 MONTBAZON,37154,"47.2769,0.7139",Pylône autostable,"38,6m",CELLNEX
2464647,FREE MOBILE,ALL,5G NR 3500,CHEMIN DE LAILLET (BEAUPLAISIR) 64520 GUICHE,64250,"43.5147,-1.2244",Pylône autostable,"50,8m",FREE-MOBILE
2468337,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",28 AV POINCARE 94290 VILLENEUVE LE ROI,94077,"48.7339,2.4214",Immeuble,"15,2m","Copropriété, Syndic, SCI"
2478683,BOUYGUES TELECOM,ALL,5G NR 3500,22 R DU PÈRE KOLBE 59770 MARLY,59383,"50.3478,3.5378",Pylône tubulaire,30m,ATC FRANCE
2478683,FREE MOBILE,ALL,5G NR 3500,22 R DU PÈRE KOLBE 59770 MARLY,59383,"50.3478,3.5378",Pylône tubulaire,30m,ATC FRANCE
2484457,BOUYGUES TELECOM,ALL,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",ROUTE DE MENAU ROUTE DU LATERAL (LES VITARELLES) 47400 FAUGUEROLLES,47094,"44.4569,0.2319",Pylône autostable,37m,ATC FRANCE
2490324,BOUYGUES TELECOM,ALL,5G NR 3500,RUE DU BAS MARIN D153 94310 ORLY,94054,"48.7458,2.3836",Pylône autostable,33m,CELLNEX
2501154,ORANGE,ALL,LTE 700,CHEMIN DE L ARDILLAS D250 (L ARDILLAS) 33920 ST YZAN DE SOUDIAC,33492,"45.1417,-0.3972",Pylône autostable,30m,ATC FRANCE
2523002,BOUYGUES TELECOM,ALL,5G NR 3500,ROUTE DE NEUVILLE (LE PRE DU CHATAIGNER) 72190 SARGE LES LE MANS,72328,"48.0506,0.2361",Pylône autostable,38m,CELLNEX
2527762,FREE MOBILE,ALL,5G NR 700,A71 LA VERGNE (LES PETTES BEAUX) 18340 ST GERMAIN DES BOIS,18212,"46.8953,2.4183",Pylône autostable,30m,BOUYGUES
2532707,BOUYGUES TELECOM,ALL,5G NR 3500,RUE DES MALVOVIERS DÉCHETTERIE (LA GRAND-MAISON) 45520 GIDY,45154,"47.9908,1.8464",Pylône autostable,33m,CELLNEX
2534714,BOUYGUES TELECOM,ALL,5G NR 3500,21 RUE JULES MASSENET 72700 ALLONNES,72003,"47.9692,0.1625",Immeuble,27m,Société HLM
2536436,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",AVENUE PAUL VAILLANT COUTURIER 94250 GENTILLY,94037,"48.8161,2.3383",Bâtiment,26m,Société Privée
2545463,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",LE RÉALTOR ROUTE DE L'ARBOIS 13080 AIX EN PROVENCE,13001,"43.4625,5.3197",Pylône haubané,121m,TDF
2550773,FREE MOBILE,ALL,5G NR 3500,RUE DE LYS (EN LYS) 71530 SASSENAY,71502,"46.8356,4.9253",Pylône autostable,24m,TOTEM
2587876,FREE MOBILE,ALL,5G NR 3500,PROCHE RUE DU JEU D ARC (LES ECONCHIS) 02300 CAILLOUEL CREPIGNY,02139,"49.6281,3.1244",Pylône autostable,"52,2m",ON TOWER FRANCE
2614186,SFR,ALL,LTE 700,CHEMIN DE LA MESSE TERRAIN COMMUNAL AVEC RÉSERVOIR (LES VIGNES DES CHAUMES) 89270 ARCY SUR CURE,89015,"47.6219,3.7892",Pylône autostable,"24,2m",TOTEM
2629967,FREE MOBILE,ALL,"LTE 700, LTE 2100, 5G NR 700",RUE D HESDIGNEUL D171 62131 VAUDRICOURT,62836,"50.4975,2.6203",Pylône autostable,"37,9m",FREE-MOBILE
2634062,SFR,SUP,"GSM 900, UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100, 5G NR 3500",(RUE DU ROCHER) 57800 FREYMING MERLEBACH,57240,"49.1564,6.8092",Pylône autostable,32m,TOWEO
2634070,BOUYGUES TELECOM,ALL,"LTE 700, LTE 800, LTE 1800, LTE 2100, 5G NR 2100",PRÈS DE LA RUE MAUSSANE (BASSES FREMIERES) 10190 MESSON,10240,"48.2728,3.8983",Pylône autostable,"36,7m",FREE-MOBILE
2642807,FREE MOBILE,ALL,5G NR 3500,(EICHWALD) 68116 GUEWENHEIM,68115,"47.76,7.0886",Pylône autostable,47m,ORANGE
2650266,BOUYGUES TELECOM,ALL,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100, 5G NR 3500",ROUTE DE SAINT-JACQUES (PLAINE SAINT JACQUES) 76510 ST JACQUES D ALIERMONT,76590,"49.845,1.2569",Pylône autostable,30m,SFR
2651049,ORANGE,ALL,"LTE 700, LTE 800",2-4 RUE PAUL BONAMY 31000 TOULOUSE,31555,"43.595,1.4669",Bâtiment,19m,Particulier
2653395,SFR,ALL,5G NR 2100,ROUTE D'ESCALA (BARBARANE ) 82600 ST SARDOS,82173,"43.8886,1.1219",Pylône autostable,44m,SFR
2653399,FREE MOBILE,ALL,5G NR 3500,CHEMIN DES BOUSQUETS (PETROT) 64400 MOUMOUR,64409,"43.2136,-0.6642",Pylône autostable,27m,TDF
2656816,SFR,ALL,5G NR 2100,RUE PIERRE LEGENDRE DÉCHETTERIE 44400 REZE,44143,"47.1578,-1.5336",Pylône autostable,44m,TOTEM
2678209,BOUYGUES TELECOM,ALL,5G NR 3500,9 CHE LOUIS TRIBAIL 33610 CESTAS,33122,"44.7603,-0.7292",Pylône tubulaire,32m,CELLNEX
2685098,BOUYGUES TELECOM,SUP,"GSM 900, UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100, 5G NR 3500",22 B BD FONSALA PLACE DU LANGUEDOC 42400 ST CHAMOND,42207,"45.4758,4.53",Immeuble,44m,Société HLM
2716168,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",CHEM DE LA CAPELANE (VALAT DE LA FONT) 30740 LE CAILAR,30059,"43.6853,4.2292",Pylône autostable,24m,BOUYGUES
2725094,BOUYGUES TELECOM,ALL,5G NR 3500,CHEMIN DE SAINT-ETIENNE (PARKING CIMETIERE) 84370 BEDARRIDES,84016,"44.0431,4.9064",Pylône autostable,26m,CELLNEX
2732579,FREE MOBILE,ALL,5G NR 3500,ROUTE DE QUARANTE SOUS 78630 ORGEVAL,78466,"48.9211,2.0031",Pylône autostable,30m,FREE-MOBILE
2737373,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",6 ALL DE LA QUINTINIE 91230 MONTGERON,91421,"48.6964,2.4539",Immeuble,35m,Société HLM
2748381,BOUYGUES TELECOM,ALL,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100, 5G NR 3500",4 RUE MARYSE HILSZ 66000 PERPIGNAN,66136,"42.6864,2.8933",Immeuble,"19,2m","Copropriété, Syndic, SCI"
2749664,SFR,ALL,5G NR 3500,AV ROBERT JONIS 30000 NIMES,30189,"43.8258,4.3839",Pylône autostable,21m,BOUYGUES
2773456,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",RUE DE LOBIAU 62136 LA COUTURE,62252,"50.5794,2.7217",Pylône autostable,38m,FREE-MOBILE
2776058,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",13 BIS RUE DU PROFESSEUR MARTIN 31000 TOULOUSE,31555,"43.6019,1.4642",Immeuble,"36,8m","Copropriété, Syndic, SCI"
2782238,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800",RTE DE TOUTES AURES (ROCHE CHABRIERE) 07590 BORNE,07038,"44.6089,4.0231",Pylône autostable,"13,5m",BOUYGUES
2784634,SFR,ALL,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",36 RUE ERNEST LEGOUVÉ 44000 NANTES,44109,"47.2272,-1.5681",Bâtiment,"16,5m",Société Privée
2790730,SFR,ALL,"GSM 900, UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",3 RUE DE LA MALTERIE 59780 BAISIEUX,59044,"50.6178,3.2433",Pylône tubulaire,36m,SFR
2798936,FREE MOBILE,ALL,"LTE 2100, 5G NR 3500",137-139 RUE DU GENERAL LECLERC (LES RINVALS) 95130 FRANCONVILLE,95252,"48.9856,2.2236",Immeuble,"21,2m",Société HLM
2807003,BOUYGUES TELECOM,SUP,"UMTS 900, LTE 700, LTE 800",CHEMIN DES GRANGES CHEMIN DES VIOTS 74500 CHAMPANGES,74057,"46.3764,6.5664",Pylône autostable,42m,SFR
2807003,FREE MOBILE,SUP,"UMTS 900, LTE 700",CHEMIN DES GRANGES CHEMIN DES VIOTS 74500 CHAMPANGES,74057,"46.3764,6.5664",Pylône autostable,42m,SFR
2808990,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800",CHEMIN DE SAINT MARTIN 01140 ST ETIENNE SUR CHALARONNE,01351,"46.1547,4.8425",Pylône autostable,"32,6m",TDF
2809854,Gouv Nelle Calédonie (OPT),ALL,"UMTS 900, LTE 800",CARRIERE DUNITES 78 (DUNITES) 98809 LE MONT DORE,98817,"-22.1958,166.7219",Mât métallique,15m,Office des Postes et Télécom
2813640,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",(MONTSEC) 09300 LAVELANET,09160,"42.9194,1.8636",Pylône autostable,"38,8m",FREE-MOBILE
2816022,FREE MOBILE,ALL,"5G NR 700, 5G NR 3500",N176 (GRAND BOIS DE LA FOSSE AUX LOU) 22100 ST SAMSON SUR RANCE,22327,"48.4914,-2.0419",Pylône autostable,49m,FREE-MOBILE
2818489,FREE MOBILE,ALL,"LTE 2100, 5G NR 3500",CHEMIN LATERAL (A L AIGRON) 33910 ST DENIS DE PILE,33393,"44.9853,-0.1911",Pylône autostable,"44,7m",TDF
2819365,FREE MOBILE,ALL,5G NR 3500,109 RUE SAINT-LAZARE PASSAGE DU HAVRE CENTRE COMMERCIAL 75009 PARIS 09,75109,"48.8756,2.3281",Bâtiment,6m,Société Privée
2822903,SFR,ALL,"UMTS 900, LTE 800, LTE 1800, LTE 2100, LTE 2600",17 VILLA PAUL VERLAINE RUE FRANCOIS PINTON 75019 PARIS 19,75119,"48.8819,2.3897",Immeuble,"20,8m",Société Privée
2824678,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",1 RUE MARCONI 35760 MONTGERMONT,35189,"48.1558,-1.7058",Pylône autostable,26m,CELLNEX
2824904,FREE MOBILE,ALL,"LTE 700, 5G NR 700",PROCHE A89 (BOIS DU REVENANT) 24700 MONTPON MENESTEROL,24294,"44.9881,0.1922",Pylône autostable,43m,Sociétés d'Autoroutes
2836904,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",101 AVENUE RENÉ ANTOUNE 33320 EYSINES,33162,"44.8664,-0.6542",Pylône tubulaire,31m,CELLNEX
2839288,SFR,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",169 ROUTE D'ESTAIRES 62840 LORGIES,62529,"50.565,2.7844",Pylône autostable,26m,ATC FRANCE
2845182,BOUYGUES TELECOM,ALL,5G NR 3500,AVENUE DES PIERRELETS 45380 CHAINGY,45067,"47.8789,1.8047",Pylône autostable,26m,CELLNEX
2856957,FREE MOBILE,ALL,"LTE 700, LTE 2100, 5G NR 700, 5G NR 3500",RUE DE L UNIVERSITÉ 75007 PARIS 07,75107,"48.8611,2.3033",Immeuble,"27,4m","Copropriété, Syndic, SCI"
2861595,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2100, LTE 2600, 5G NR 700, 5G NR 3500",104 À 114 RUE HENRI BARBUSSE 93300 AUBERVILLIERS,93001,"48.9092,2.3911",Immeuble,37m,Société HLM
2866873,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",2 RUE GIFFARD (PARC GLANDAZ) 93250 VILLEMOMBLE,93077,"48.8867,2.4919",Bâtiment,53m,Société HLM
2868335,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, 5G NR 700, 5G NR 3500",42 RUE DU MARAICHON 59148 FLINES LEZ RACHES,59239,"50.4114,3.1914",Pylône autostable,"25,8m",FREE-MOBILE
2870566,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800",PRÈS DE LA VOIE COMMUNALE N°1 D ' AZILLANET (SAINT-ESTEBE) 34210 AZILLANET,34020,"43.32,2.7322",Pylône autostable,"24,3m",TOTEM
2870566,FREE MOBILE,ALL,UMTS 900,PRÈS DE LA VOIE COMMUNALE N°1 D ' AZILLANET (SAINT-ESTEBE) 34210 AZILLANET,34020,"43.32,2.7322",Pylône autostable,"24,3m",TOTEM
2872733,BOUYGUES TELECOM,ALL,5G NR 3500,2 RUE RODOLPHE DIESEL 63000 CLERMONT FERRAND,63113,"45.7778,3.1361",Pylône autostable,"26,5m","Copropriété, Syndic, SCI"
2874748,FREE MOBILE,ALL,5G NR 700,ROUTE DEPARTEMENTAL 1504 (AUX FONTANETTES) 01230 TORCIEU,01421,"45.935,5.4128",Pylône autostable,34m,ATC FRANCE
2875124,FREE MOBILE,ALL,"LTE 2100, 5G NR 700",PROCHE A10 (L AUBARDERIE) 37380 NEUILLE LE LIERRE,37166,"47.5269,0.9483",Pylône autostable,"32,6m",TDF
2877972,FREE MOBILE,ALL,"5G NR 700, 5G NR 3500",PROCHE D29 (LE PETIT OSIER) 22100 ST HELEN,22299,"48.4786,-1.9872",Pylône autostable,"37,9m",FREE-MOBILE
2881617,FREE MOBILE,ALL,"LTE 2100, 5G NR 3500",9 AVENUE ARMAND ROUSSEAU 75012 PARIS 12,75112,"48.8358,2.4086",Immeuble,"30,7m",Société HLM
2882018,FREE MOBILE,ALL,"LTE 700, LTE 2100, 5G NR 700, 5G NR 3500",RUE DE LIÈGE RÉSIDENCE LE CENTAURE 59100 ROUBAIX,59512,"50.6864,3.2011",Immeuble,"35,7m",Société HLM
2882369,FREE MOBILE,ALL,"LTE 2100, 5G NR 3500",RUE CAMILLE PELLATAN 44620 LA MONTAGNE,44101,"47.19,-1.6892",Immeuble,"17,4m",Association
2883521,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",2 RUE DE LA GRENOUILLERE (LE BASTION) 01000 BOURG EN BRESSE,01053,"46.2078,5.2258",Immeuble,"33,9m","Copropriété, Syndic, SCI"
2884691,TELCO OI,SUP,"GSM 900, UMTS 900, UMTS 2100, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 700, 5G NR 3500",12 RUE DE LONDRES 97420 LE PORT,97407,"-20.9417,55.2939",Bâtiment,"17,4m",Société HLM
2890889,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, 5G NR 700",CHE DE LA GARENNE À MOUSSY (LA GARENNE) 95640 MOUSSY,95438,"49.1381,1.8972",Pylône autostable,33m,TDF
2893084,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800",D184 (ROUGIERAS) 34310 QUARANTE,34226,"43.3556,2.9644",Pylône autostable,32m,ATC FRANCE
2894023,FREE MOBILE,ALL,5G NR 3500,82 AV GEORGES LAFONT STADE PIERRE DE COUBERTIN 75016 PARIS 16,75116,"48.8353,2.2561",Bâtiment,"11,3m","Commune, communauté de communes"
2894606,FREE MOBILE,ALL,"LTE 2100, 5G NR 3500",9 AVENUE PRÉSIDENT VINCENT AURIOL 33150 CENON,33119,"44.8564,-0.5231",Immeuble,"18,4m",Société HLM
2896467,FREE MOBILE,ALL,"UMTS 900, LTE 2600",RTE DE VALENCE FERME DU MARAIS (LE MARAIS) 77670 VERNOU LA CELLE SUR SEINE,77494,"48.4167,2.8783",Pylône autostable,40m,TOTEM
2897113,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",LA GRAVERIE 41100 NAVEIL,41158,"47.7925,1.0528",Pylône autostable,"36,1m",PHOENIX FRANCE INFRASTRUCTURES
2898354,Gouv Nelle Calédonie (OPT),ALL,"UMTS 900, LTE 800",ROUTE DE PANDOP (MARINA PANDOP) 98850 KOUMAC,98812,"-20.5786,164.2744",Mât béton,12m,Office des Postes et Télécom
2899574,SFR,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100, 5G NR 3500",18 AV  DE VERDUN 79000 NIORT,79191,"46.3219,-0.4606",Immeuble,28m,CELLNEX
2900140,SFR,ALL,"UMTS 900, LTE 700, LTE 800",PRÈS DE PAMBLANC 32240 MAULEON D ARMAGNAC,32243,"43.9011,-0.1431",Pylône autostable,"35,5m",FREE-MOBILE
2902266,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, 5G NR 700",ROUTE DE CASISCCIA (PONTE) 20276 ASCO,2B023,"42.4503,9.03",Pylône tubulaire,"18,8m",TDF
2902997,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",21 RTE DE L'HERMITAGE 33370 POMPIGNAC,33330,"44.8589,-0.4542",Pylône autostable,"38,3m","Commune, communauté de communes"
2903256,BOUYGUES TELECOM,ALL,5G NR 3500,975 CHEM DU SAUVET (DOMAINE PIERACCI) 83270 ST CYR SUR MER,83112,"43.1883,5.7183",Pylône autostable,21m,CELLNEX
2905015,SFR,ALL,"UMTS 900, LTE 700, LTE 800",PONT MIRABEAU A51 AIRE DE REPOS 13490 JOUQUES,13048,"43.6853,5.6611",Pylône autostable,25m,Sociétés d'Autoroutes
2905492,FREE MOBILE,ALL,LTE 700,PRÈS DU CHEMIN DU MASSENOT 69280 STE CONSORCE,69190,"45.7753,4.6992",Pylône autostable,28m,TOTEM
2906796,FREE MOBILE,ALL,"UMTS 900, LTE 2600",PRÈS DU CHEMIN DE SAINT PONCHON 84200 CARPENTRAS,84031,"44.0411,5.0603",Pylône tubulaire,15m,FREE-MOBILE
2912400,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",63 RUE CONDORCET 75009 PARIS 09,75109,"48.8803,2.3414",Immeuble,"25,7m",Société Privée
2912432,FREE MOBILE,ALL,5G NR 700,PRÈS DE LA RUE DES GRANDS CHAMPS 63310 ST SYLVESTRE PRAGOULIN,63400,"46.0617,3.425",Pylône autostable,"32,6m",TDF
2914573,ORANGE,SUP,"GSM 900, UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",RUE VERTE PROLONGÉE (ROCKEMAY) 59390 SAILLY LEZ LANNOY,59522,"50.6394,3.2433",Pylône autostable,"36,4m",ATC FRANCE
2915841,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",CHEMIN DE LA FORÊT ROUTE DE DIJON 21250 AUVILLARS SUR SAONE,21035,"47.0672,5.0981",Pylône autostable,38m,TOTEM
2918085,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",ROUTE DE CHASSE A7 (ROUTE DE CHASSE) 38200 VIENNE,38544,"45.5433,4.8444",Pylône autostable,"33,5m",Sociétés d'Autoroutes
2925831,BOUYGUES TELECOM,ALL,"UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",PROCHE RUE DE LA MARE DU GUÉ (LES CAVES GRANDES PORS ET EVE) 22950 TREGUEUX,22360,"48.4717,-2.7556",Pylône autostable,"26,6m",CELLNEX
